"currentElectionResetCostInGas","currentElectionResetCostInPHP","currentElectionResetCostInPol","currentElectionResetCostInUSD","currentElectionResetCostInWei","currentElectionResetCount","latestResetCostInGas","latestResetCostInPHP","latestResetCostInPol","latestResetCostInUSD","latestResetCostInWei","latestResetHash","latestResetTimeStamp","currentElectionSubmitCandidatesCostInGas","currentElectionSubmitCandidatesCostInPHP","currentElectionSubmitCandidatesCostInPol","currentElectionSubmitCandidatesCostInUSD","currentElectionSubmitCandidatesCostInWei","currentElectionSubmitCandidatesCount","latestSubmitCandidatesCostInGas","latestSubmitCandidatesCostInPHP","latestSubmitCandidatesCostInPol","latestSubmitCandidatesCostInUSD","latestSubmitCandidatesCostInWei","latestSubmitCandidatesHash","latestSubmitCandidatesTimeStamp","currentElectionVoteCostInGas","currentElectionVoteCostInPHP","currentElectionVoteCostInPol","currentElectionVoteCostInUSD","currentElectionVoteCostInWei","currentElectionVoteCount","latestVoteCostInGas","latestVoteCostInPHP","latestVoteCostInPol","latestVoteCostInUSD","latestVoteCostInWei","latestVoteHash","latestVoteTimeStamp"
23722,0.03,0.00260942000106749,0,2609420001067490,1,23722,0.03,0.00260942000106749,0,2609420001067490,"0x743666b50d45980570a536d051f0110f00619d8ac912c712e0e09156c4299f7f","2025-04-21T05:10:25.682Z",11147038,12.17256549965177,1.1147038003344112,0.2152626802901788,1114703800334411100,1,11147038,12.17256549965177,1.1147038003344112,0.2152626802901788,1114703800334411100,"[""0x48282f18581db431b8cd0965bc22b81c271d205978707ece50a51f2254f5c3f0"",""0xb9765c72910aeb01b52cb76136477b3cd627a2acfe377431a99345d279976739""]","2025-04-21T05:10:53.472Z",413496,0.337509948677662,0.030232292766514055,0.005965828571897836,30232292766514052,2,203109,0.08479308417427776,0.007089722757046635,0.0014970445882096963,7089722757046635,"0x4fd9230c31525b72c085e2664c4334b271fa8f979e8d36b49adf815c1de0f59b","2025-04-22T07:06:33.954Z"
